Exporter Name,Address,District,State,pin
VEEJEI AUTOMATION,"S.F. NO:458/1, P.O, Kathir Naickenpalayam, K. Vadamadurai, Coimbatore, Narasimhanaickenpalayam, Tamil Nadu 641017, India",,Tamil Nadu,641017
VISHAKA APPARELS,"Shed. No : 43, TEKIK, TEA Nagar, Mudalipalayam, Tamil Nadu 641606, India",,Tamil Nadu,641606
VISHNURAM TEXTILES,"4CC8+649, Tamil Nadu 640601, India",,Tamil Nadu,640601
WAREN PARS,"Karayampalayam Road 2/194, Karayampalayam, Mylampatti Post, Tamil Nadu 641062, India",,Tamil Nadu,641062
WINTER WOOD INTERIORS,"Edappally, Kochi, Kerala 682024, India",,Kerala,682024
WOODS IMPEX,"79, 43, Kangayam Rd, opp. Gayathri Hotel, Bavani Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
WOOSU AUTOMOTIVE INDIA P.LTD.,"No: 130, Narasingapuram Rd, Perambakkam, Tamil Nadu 631402, India",,Tamil Nadu,631402
YATHI PUMPS,"Sri Vetri Vinayakar nagar, 1/1A, Vinayagapuram, Siranandha Puram, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
YOUNG STAR GARMENTS,"151,Thirumurugan Nagar, Veeriyampalayam Road, Post, Thirumurugan Nagar, Kalapatti, Coimbatore, Tamil Nadu 641048, India",,Tamil Nadu,641048
YOUNG STYLE GARMENTS,"Kavandapadi, Tamil Nadu 638455, India",,Tamil Nadu,638455
YUNUS IMPEX,"10, 19, Mooker Nallamuthu St, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",,Tamil Nadu,600001
ZAKSBERG,"NO , 149/77,First Floor, College Rd, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ZENTRIAD,"ZENTRIAD, 2nd floor, Edens complex, Kajani Road, Chungam, West Fort, Asvary Nagar, Ayyanthole, Thrissur, Kerala 680004, India",,Kerala,680004
AADHAVA APPARELS,"near KCM nagar, Karumapalayam, Avinashi Kurumbapalayam, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu,641654
ABHILASH INDUSTRIES,"VXLI/826, Development Plot, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 680104, India",,Kerala,680104
ADHARSHANA KNITWEAR,"21/25 M.G.R NAGAR, 5TH STREET, PN Rd, S V Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
AI MARINE PRODUCTS INDIA P.LTD.,"KSIDC Mega Food Park Pallippuram, Cherthala, Pallipuram, Kerala 688541, India",,Kerala,688541
AL AMEEN PLANTAIN MERCHANT,"Minfill3-in-kzk@footprint.gfleetplus.comM, Indira Building, MM Ali Rd, Palayam, Kozhikode, Kerala 673002, India",,Kerala,673002
ALCHEM DIAGNOSTICS,"New No 1/1, Old No 78, Gokhale St, Peranaidu Layout, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu,641009
ALL TRADING TEX,"X38C+J87, 1st Cross Road, Thiru Nagar, Kamarajapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
ALLEPPEY DIESEL SERVICES,"Near Rotary Womens Hostel X-Ray Bypass Junction, CMC-17, Cherthala Rd, Choice Nagar, Cherthala, Kerala 688524, India",,Kerala,688524
ALPEN GLOW GARMENTS,"Sf No. 110/1c, Periyakadu, Sundarmoorthi Garden, Sedapalayam Rd, MGR Nagar, Arulpuram, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
AMCON TRADING INTERNATIONAL,"1st Floor, Fenster Arcade, Seaport Airport Road Vallathol Junction, Thrikkakara, Edapally, Kakkanad, Thrikkakara, Kochi, Kakkanad, Kerala 682021, India",,Kerala,682021
AMMARUN FOUNDRIES,"80/6A Rathinagiri Road Vilankurichi, Thiruvannamalai Nagar, Revenue Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
ANITHA TEXCOT INDIA P.LTD.,"No:10/14,Bridgeway colony extn, Lakshmi Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
ANTES CORPORATION,"673005, Mahatma Gandhi Rd, Pallimukku, Kochi, Kerala 682016, India",,Kerala,673005
AROMEN ENGINEERING CO.P.LTD.,"167,Aromen Industrial Estate, Kaliyapuram Road, Thirumalayampalayam, Post, Coimbatore, Tamil Nadu 641105, India",,Tamil Nadu,641105
ARON ENGINEERING,"No.74, Bharathy road, Gandhi Nagar, Irugur, Tamil Nadu 641103, India",Coimbatore,Tamil Nadu,641103
ARPUTHAM EXPORTS,"22, W Masi St, Madurai Main, Madurai, Tamil Nadu 625001, India",,Tamil Nadu,625001
ARTISE INTERIORS & EXTERIORS,"near Police Station, Changaramkulam, Alamcode, Kerala 679585, India",,Kerala,679585
ASHA BIOCHEM,"Chorode Panchayath, Chorode, Vatakara, Kerala 673104, India",,Kerala,673104
ASIAN MARINE FOODS,"VI/1330, Old No. VII/464, Kochangadi, Chullickal, Kochi, Kerala 682002, India",,Kerala,682002
ASTERIMA NUTRICARE P.LTD.,"NO.50/756/5 (Old No. II 456/15, NEELANKAVIL COMPLEX, LALOOR ROAD, opp. HI-LIFE APARTMENTS, P.O, Ayyanthole, Thrissur, Kerala 680003, India",,Kerala,680003
ATICK HOME TRENDS,"SF No 1745 Amaravathy Nagar Andankovil Post, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
AUDHE INDUSTRIES,"plot No: 132 & 133, sidco Industrial Estate, Malumichampatti, SIDCO MALUMACHAMPATTI, Tamil Nadu 641050, India",,Tamil Nadu,641050
AYANGARAN APPARELS,"Swarnapuri Avenue, Ask complex thannerpandal, 48W4+85F, Koolipalayam Ring Rd, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
AYUSHJEEVA,"J5WP+6V3, Mundathikode, Kerala 680601, India",,Kerala,680601
B.G.PACK,"Chungam, S Aduvassery Rd, North Paravur, Kunnukara, Kerala 683578, India",,Kerala,683578
BE FATHIMA ENTERPRISES,"3F2R+3X, Airapuram, Kerala 683556, India",,Kerala,683556
BHARANI HYDRAULICS,"1043/1, 1044/1 & 1045/2, Kurumbapalayam, 32PM+6Q5, Main Rd, Kalapatti, Coimbatore, Tamil Nadu 641048, India",,Tamil Nadu,641048
BIC ASIA,"Kaprassery-Moozhiyal Rd, Nedumbassery, Kerala 683589, India",,Kerala,683589
BIOCARE COCO SUBSTRAITES,"Kannamangalapatti, Tamil Nadu 630502, India",,Tamil Nadu,630502
BIZZARO UNIFORMS,"G-3, National Residency Building, 449, Palarivattom - Edappally Rd, near Metro Pillar No, Bank Junction, Mamangalam, Edappally, Kochi, Kerala 682024, India",,Kerala,682024
BLUE MOUNT RUBBERS,"44 C1 I.D PLOT, P.O, Poovanthuruthu, KOTTAYAM, Kerala 686012, India",,Kerala,686012
BNAZ RUM AGEO EXPORT,"Sirumalai Road, Rettiapatti P.O., Erandalaparai,, Dindigul, Tamil Nadu 624006, India",,Tamil Nadu,624006
BRENDOL LUBRICANTS,"59MC+9F3, Angamaly South, Angamaly, Kerala 683573, India",,Kerala,683573
BRIGHTECH INTERIORS&EXTERIORS,"Brightech interiors and exteriors pvt.ltd, Abhaya Matha Church, Vennala, Kochi, Kerala 682028, India",,Kerala,682028
BRISCOZ,"GMMG+M3Q, Kangazha, Kerala, India",,Kerala,688524
CALIX COCO PRODUCTS,"5 A, Sitra, Kalapatti Main Rd, Civil Aerodrome Post, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
CAPSERVO GLOBAL,"CMC 24/227, Kuruppan Kulangara, Cherthala, Kerala 688524, India",,Kerala,688524
"CGS GARM,ENTS","veerapandi pirivu, 388Q+779, Palladam Main Rd, Veerapandi, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
CHANDRIKA PLYWOODS,"4C8V+QVH, Mudickal, Kerala 683547, India",,Kerala,683547
CHATRESH IMPEX,"Chatresh Building, SS KOVIL STREET, Anandas Hotel, Raja Mill Rd, near Airtel prepaid Store, Backside, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu,642001
CHETTY EXPORTS,"Harur, 1, Chendhur Garden, Chendhur Plaza, Soriyampatti, Maveripatti, Tamil Nadu 636902, India",,Tamil Nadu,636902
CHOLAA KNIT WEAR,"38(2), Kongu Main Rd, K.G. Layout, NRK Puram, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
CK HOSIERIES,"38QP+GQH, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
COASTAL CATCH LLP,"Flat No: 5I, Heera Cyber Views, Edachira, Kochi, Kakkanad, Kerala 682030, India",,Kerala,682030
COCHIN CHITIN COMPANY,"22/825 A,B,C, Chemical Industrial Area, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
COCOGREEN SUBSTRAITES,"94 E, Thondi Rd, Senthamil Nagar, Sivaganga, Tamil Nadu 630561, India",,Tamil Nadu,630561
COIMBATORE COTTON CONCEPTS&DESIGNS P.LTD.,"7, Ramakrishnapuram W, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
COLOUR LINE PROCESS,"PLOT NO :P-6,SIPCOT INDUSTRIAL GROWTH CENTER, Perundurai, Tamil Nadu 638056, India",,Tamil Nadu,638056
CONNOISSEUR FASHIONS,"NO.1,Kamaraj Nagar, Nandi Complex, Kamaraj Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India",,Tamil Nadu,600095
D.S.P.INERNAITONAL,"383F+QP7, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641604, India",,Tamil Nadu,641604
DEE CEE EXPORTS,"9-11, Stanes Road, First Street, Odakadu, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
DOOTHAN TEXTILES,"18, Bangalow, Street, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
DSK ENGINEERING WORKS,"5626+JXP, Thekkalur, Tamil Nadu 641654, India",,Tamil Nadu,641654
E2E TREND,"No. 22, 13, Periyar St, Gopal Pillai Nagar, Bharathi Nagar, Ayanavaram, Chennai, Tamil Nadu 600023, India",,Tamil Nadu,600023
EASWAR CLOTHING COMPANY,"S.F.NO:14 POOCHAKADU 2ND CROSS STREET, Mangalam Rd, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ECO COIR CLUSTER INDIA P.LTD.,"Akilandapuram, Pollachi, Tamil Nadu 642006, India",,Tamil Nadu,642006
ELEVAR FASHIONS,"57V8+WCM, Park Rd, Ganeshapuram, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu,641654
EMM EMM GARMENTS,"mookanaginatru lane, 24, Hakka Shahib St, Parangipettai, Tamil Nadu 608502, India",,Tamil Nadu,608502
ENCEE AROMATICS P.LTD.,"Unnamed Road, 8XF8+857, Mettupalayam - Bhavanisagar Rd, Chickadasampalayam, Tamil Nadu 641301, India",,Tamil Nadu,641301
ENPEE KNITTERS,"23, M Gandhi Nagar, 8th Street, P N Street, Gandhi Nagar, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ENVIRODESIGNS & EQUIPMENTS,"Janatha Junction, Eco Tower, Banerji Rd, Janatha, Palarivattom, Kochi, Kerala 682025, India",,Kerala,682025
ERNAKULAM ENGINEERS,"Ernakulam, Kerala, India",,Kerala,686012
ESHA CREATIONS,"6/12 Chinna Chokkikulam, sappani kovil street, Madurai, Tamil Nadu 625002, India",,Tamil Nadu,625002
ETEXPRO INDE,"29, 1st Cross St, Kamarajapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
EZY SERVE ENTERPRISES,"Eswara Seva Building, FACT Nagar, Thrippunithura, Ernakulam, Kochi, Kerala 682301, India",,Kerala,682301
FASHION FLAIR INDIA,"39JW+F8R, Kovil Vazhli - Muthanapalayam Road, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
FATHIMA AGRO MILLS,"II/205 A30 A31, Kalappurakkal Building, VK Lane, Vazhakkala, Ernakulam, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",,Kerala,682021
FIAKON EXIM LLP,"AREEKODE mukkom road, pallippadi, 62XW+377, Pathanapuram, Kizhuparamba, Kerala 673639, India",,Kerala,673639
FLOWMAX WATER,"Temple Rd, Eravipuram, Kottappuram, Kerala 683511, India",,Kerala,683511
FRESCO EXPORTERS LLP,"30/375 Manakkadavan Building Kuruppath, Kondotty Post Malappuram Dt, Kondotty, Kerala 673638, India",,Kerala,673638
GALUKU EXPORTS (INDIA)PRIVATE LIMITED .,"Periyar Nagar, Vellalapalayam, 640120, Pollachi, Tamil Nadu 642120, India",,Tamil Nadu,640120
GEAN EXPORTS,"SF# 191/ 3A, Poothottam, 3- Chettipalayam, P.O, Angeripalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
GEEDEE WEILER,"SF No: 490, Vellalore Road Podanur, PO, Railway Colony 20 Blocks, Coimbatore, Podanur, Tamil Nadu 641023, India",,Tamil Nadu,641023
GHAN MARINE EXIM,"P9V4+PCP, Pallipuram, Kerala 688541, India",,Kerala,688541
GOWTHAM KNIT GARMENTS,"2/284, Kulathuputhur, Iduvampalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu,641687
GREEN INTERNATIONAL FORIEGN TRADING,"2/69,Bhai Nagar, Chakkarapplli (PO) Papnasam, TK, Thanjavur, Serumakkanallur, Tamil Nadu 614211, India",,Tamil Nadu,614211
GREEN WATER SCIENCE,"MG Nagar, Puliyathmukku Jn, Ammannada, Kollam, Kerala 691004, India",,Kerala,691004
HARINI FIBRES,"Harini Fibres, 2nd Floor,, 414/1, Tex Park Road, Nehru Nagar, Aerodrome (PO), Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
HARISHINI TRENDZ,"2/1A, ABT Rd, Extension, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
HAYRAS PROVISIOS,"Shop No:20/530C near Rose Dale School, Umayanalloor, Mayyanad, Kerala 691589, India",,Kerala,691589
HI - LOOMS TECHNOLOGIES LLP,"326W+7C2, Inkel City, Malappuram, Kerala 676519, India",,Kerala,676519
HI-TECH GARMENTS,"2/365-A, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
HITECH SYNDICATE,"23W4+WP5, GKR Nagar Rd, Thottipalayam Pirivu, Civil Aerodrome Post, Chinniyampalayam, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
INDROYAL FURNITURE COMPANY P.LTD.,"GROUND FLOOR, METRO PILLER NO 293, Angels Arcade, 22, South Kalamassery, Kalamassery, Kochi, Kerala 682022, India",,Kerala,682022
INNOVUS ENERGIEZ,"KRRA-6, Kannanthodath Road, Devankulangara, Mamangalam, Edappally, Kochi, Kerala 682024, India",,Kerala,682024
ISWARYA KNIT FABS,"X7XH+Q69, Palladam, Tamil Nadu 641664, India",,Tamil Nadu,641664
JAAS EXPORTS,"9, 2nd St, E.B. Colony, Church Colony, Kalinjur, Vellore, Tamil Nadu 632006, India",,Tamil Nadu,632006
JAKMANS CLOTHING LLP,"2, Poonamallee High Rd, near Shell petrol pump, Nerkundram, Chennai, Tamil Nadu 600107, India",,Tamil Nadu,600107
JAY-U TEX,"6, Murugananada Puram East, opp. Vikas Vidayalaya School, KN Palayam, V R P Nagar, MS Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
JAYASHREE SPUN BOND,"No. 42, Old Kuyavar Palayam Rd, Old Kuyavar Palayam, Balarengapuram, Madurai, Tamil Nadu 625009, India",,Tamil Nadu,625009
JESMART P. LTD,"Pallithazham, Mulanthuruthy, Pallithazham, Kochi, Mulanthuruthy, Kerala 682314, India",,Kerala,682314
JEZAARA TRADING,"Bengachery complex tb road junction, Hosdurg, Kanhangad, Kerala 671315, India",,Kerala,671315
JJ GARMENTS,"SHop No. 12-128, New Tiger Plaza, Azad St, Sirupooluvapatti, Khaderpet, Rayapuram, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
JJK SPICES,"K.S.E.B Junction , kattappana, Kattappana, Kerala 685508, India",,Kerala,685508
JOHNS TRADERS LLP,"Unnamed Road, Kerala 686104, India",,Kerala,686104
JOHNS UMBRELLA MART,"CCNB Rd, Erezha, Mullakkal, Alappuzha, Kerala 688011, India",,Kerala,688011
JOTHI TRADERS,"j block, 134, Vinayagapuram Main Rd, MMDA, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",,Tamil Nadu,600106
JSK FASTENERS,"2C62+VV4, Chithrappuzha-Ponjassery Rd, Pallikkara, Kerala 682303, India",,Kerala,682303
K.KNITTERS,"3 Bar 102H, Kovai Main Rd, near by Pass Circle, LNS Post, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
KALAIMAGAL GARMENTS,"Sf 129, 131, Mangalam Road, Sengunthapuram, 9th Street, Mangalam Rd, Sengunthapuram, Karuvampalayam, Andipalayam, Tamil Nadu 641604, India",,Tamil Nadu,641604
KALLUNGAL TRADERS,"Kallungal Ln, Periyar Nagar, Aluva, Kerala 683101, India",,Kerala,683101
KALPA MACHIN PARTS,"M G Road, Ashtamichira Chalakudi Rd, via, Thrissur, Anappara, Kerala 680731, India",,Kerala,680731
KASHMIR FRUIT BAZAR,"Vettuveni Rd, NAGAR, Haripad, Kerala 690514, India",,Kerala,690514
KAUSIKH THERAPEUTICS P.LTD.,"4652+78F, 54th St, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu,600049
KCK DENTAL,"11/538, PK Commercial Complex, Cherooty Rd, Mananchira, Kozhikode, Kerala 673032, India",,Kerala,673032
KERALA IMPEX,"Kerala, India",,Kerala,682024
KIWIS STYLES,"Annai Garden, Gandhi Nagar, 19, TTP Mill-SAP Rd, Periyar Colony, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
KLEAN TRADE HYGENE,"Eco links Building, Ground Floor N.H.Bypass, Edappally, Kochi, Kerala 682024, India",,Kerala,682024
KOSMIC CLOTHING CO.,"D/no B21/15, Bethi cheti puram, 1 st strret extension, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
KRS INTERNATIONAL TRADING,"FIRST FLOOR SHRI RANGA, ANNAMALAIPURAM, 3D, 1A, Tennur, Tiruchirappalli, Tamil Nadu 620017, India",,Tamil Nadu,620017
KTK POLYMERS,"5/B100.B Marchinaickenpalayam, Ganapathypalayama, taluk, Coimbatore, Pollachi, Tamil Nadu 642103, India",,Tamil Nadu,642103
KUMARAN KNITS,"BLUEDART OPP, 15, Periyar Colony, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
LAKSHMI A TRADERS,"X38C+QM6, Thiru Nagar, Kamarajapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
LAKSHMI ELECTRICAL CONTROL SYSTEMS,"1, Avinashi Rd, MGR Nagar, Civil Aerodrome Post, Chinniyampalayam, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
LAKSHMI PRECISION TECHNOLOGIES,"34PJ+V73, Avinashi Rd, Arasur, Uthupalayam, Tamil Nadu 641407, India",,Tamil Nadu,641407
LEARNWARE SOLUTIONS,"Learnware solutions Medical college, PO, Pongumoodu, Thiruvananthapuram, Kerala 695017, India",,Kerala,695017
LENORE INDUSTRIES,"Adi Shankara TBI, Mattoor, Kalady, Kerala 683574, India",,Kerala,683574
LIMAR ENTERPRISES,"FXFC+R59, SH29, Puduppadi, Kerala 673586, India",,Kerala,673586
M.L.EXPORTS,"7A, 1st Cross Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
M.P.TRANS AND LOGISTICS,"17A, Theppakulam Street, Shanmugapuram, Thoothukudi, Tamil Nadu 628001, India",,Tamil Nadu,628001
M.S.GOLD TECH,"Pallipadi, Edavannappara, Kerala 673645, India",,Kerala,673645
M.Z.IMPORTS AND EXPORTS,"Mount Zion Plaza, 35/183, Thiruvalla, Kerala 689101, India",,Kerala,689101
MADATHIL EXPORTS,"3JQ5+762, Thrikkariyoor, Kerala 686692, India",,Kerala,686692
MAGIZH EXPORTS,"Tagore St, Puliampatti, Tamil Nadu 638459, India",,Tamil Nadu,638459
MAJEED CARPET HOUSE,"F8XM+HH4, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",,Kerala,688001
MAJESTIC MACHINE WORKS,"25, P.N. Palayam Road, P.N. Palayam Road, Near Sree Hospital, Puliakulam, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641045, India",,Tamil Nadu,641045
MAN AND MAN ENTERPRISES,"safeway complex,pirivusala, Chandranagar Colony, Palakkad, Kerala 678007, India",,Kerala,678007
MANTHRI GLOBAL TECHNOLOGIES,"127, Bharath St, Pushpa Nagar, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100, India",,Tamil Nadu,600100
MAXWELL AUTO COMPONENTS,"SF.No 397/2A, 398/2B, Jangammanaikenpalayam Chennapachettipudur Post Karumathampatti (via), Sulur, Taluk, Coimbatore, Paduvampalli, Tamil Nadu 641659, India",,Tamil Nadu,641659
MEDIA EXPORTERS,"8XCW+GHG, Orphanage Rd, Mukkam, Kerala 673602, India",,Kerala,673602
MEGAMALAI HOLDINGS,"Megamalai, Tamil Nadu, India",,Tamil Nadu,682024
MISTY FROZEN FOODS,"63 3441, Valummel Rd, Valummel, Kochi, Kerala 682005, India",,Kerala,682005
MOCS FOOT CARE,"7QJ8+42H, West Hill, Kozhikode, Kerala 673005, India",,Kerala,673005
MOM SEA FRESH FISH,"Poojappura Temple, Road, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
MOORTHY OFFSET PRINTERS P.LTD.,"521,Thiruthangal Road, Srivilliputhur - Sivakasi - Virudhunagar - Aruppukottai - Tiruchuli - Narikudi - Parthibanoor Rd, Parasakthi Colony, Sivakasi, Tamil Nadu 626123, India",,Tamil Nadu,626123
MUKKAM MUILL STORES P.LD.,"Mukkam, Kerala, India",,Kerala,688524
MURUGAN TEXTILES,"84, Trichy Rd, Palladam, Tamil Nadu 641664, India",,Tamil Nadu,641664
MYSON TRADING,"Masjid Rd, Hidayath Nagar, Thrikkakara, Kalamassery, Kochi, Kerala 682032, India",,Kerala,682032
NANDINI COIR WORKS,"Kattoor, Church Road, Pattukalam, Alappuzha, Kerala 688522, India",,Kerala,688522
NAREN GARMENTS,"6 Kumaran Colony Extn, Rakkiyapalayam Road, Ammapalayam, Post, Rakkiyapalayam, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu,641652
NEW WAY APPARELS,"Rayapuram South Street, Pethi Chetti Puram, Rayapuram, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
NFENIX TOOLS LLP,"29, Unit 1, Kinfra Hi-Tech Park Main Rd, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",,Kerala,683503
NMV TECHNO PARK,"NO 1, BALAJI INDUSTRIAL ESTATE, MGR Nagar, Saravanampatti, Keeranatham, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
NUTRAGEN PHARMA P.LTD.,"FXCQ+5MX, Satyan Nagar, Pappanamcode, Thiruvananthapuram, Kerala 695019, India",,Kerala,695019
OLLOFAB IMPEX,"QJC3+V3J, Kodunthirapully, Pirayiri, Kerala 678006, India",,Kerala,678006
OPAL GARMENTS,"D.No, 1/1285-A, Palavanjipalayam Ring Rd, KNP Colony, K Chettipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ORGANIC KNITWEARS,"53, 5th Street, Kongu Main Rd, Jawahar Nagar, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
ORVO EXPORTS P.LTD.,"Building No 22/A, M H Kavala Vengola,Ponjassery, Kochi, Vengola, Kerala 682037, India",,Kerala,682037
OSCAR FARM TRADERS,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",,Kerala,679581
OZONE KNITS,"8/228,B2,VIP NAGAR, PULUVAPATTI, PO, Pooluvapatti, Nerupperichal, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
PAON FASHIONS,"48Q8+FG9, Periyar Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
PAZINO INFOTECH P.LTD.,"2CGW+G3J, Kunnattunad, Kerala 683562, India",,Kerala,683562
PEBBLE OF TRADING,"VIII/554G, Thanikkamattom Building Kolenchery, Kochi, Kolenchery, Kerala 682311, India",,Kerala,682311
PERUMCHERIL RUBBERS,"DC Road, Poovanthuruthu, Kerala 686012, India",,Kerala,686012
PETRONASH ENGINEERING SERVICES,"Block No. 3, Olympia National Tower, A3 & A4, North Phase, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India",,Tamil Nadu,600032
PLANTONORGANIC,"Mini Industrial Estate, Manarcadu, Kerala 686019, India",,Kerala,686019
POOVATHINGAL ENGINEERING,"G65F+R4Q, Kuriachira, Thrissur, Kerala 680006, India",,Kerala,680006
PRAJAN PILE FOUNDATION,"31, 2nd Streed, Sathiyavanimuthu Nagar, Ennore,Kathivkkam Chennai-57., Ashok Leyland Area, Chennai, Tamil Nadu 600057, India",,Tamil Nadu,600057
PVM FRUITS AND VEGETABLES,"29, Market Rd, Convent Junction, Shenoys, Kochi, Kerala 682011, India",,Kerala,682011
Q RICH CREATION,"15, Samundipuram Main Rd, Valayankadu South, Velampalayam, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
RAAHA GARMENTS,"S.F. No. 14/1a, Kovil Thottam Muthanampalayam Village, 39HC+J9, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
RAJAGANAPATHY ENTERPRISES,"Sardar Patel St, Kumaran Nagar, Padi, Chennai, Tamil Nadu 600050, India",,Tamil Nadu,600050
REEFCO CONTAINER SERVICES,"PRA-43, Padivattom, Edappally, Kochi, Kerala 682024, India",,Kerala,682024
REGAL EXPORTERS,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",,Kerala,676552
RICHIE TREE,"231/2B3 KOOLANAICKENPATTI PANAMARATHUPALAYAM VILLAGE, LACHUMAPURAM BO, GOMANGALAM, POST, Pollachi, Tamil Nadu 642107, India",,Tamil Nadu,642107
RICHU GARMENTS,"VG6C+J4P, Illikkamukkada, Kerala 686610, India",,Kerala,686610
ROPTOOLS MECHATRONICS,"QQHP+X5R Kinfra IITP, Kinfra Textile Park, Pudussery Central, Kerala 678621, India",,Kerala,678621
S.K. COCO INTERNATIONAL,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",,Kerala,688541
SABARI EXIM,"B No. 3362 As Flat No 7, Block Af 8th Street, 11th Main Rd, Anna Nagar, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",,Tamil Nadu,600040
SACHINDRA RUBBER PLUST LLP,"Vallivattom, Kerala 680123, India",,Kerala,680123
SAI SOURCING SERIVICE,"39J9+XJR, GKMR Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
SALAM TRADING COMPANY,"MRW7+7GH, BTS Rd, near Neela Margin Free, Kizhakkupuram, Attingal, Kerala 695101, India",,Kerala,695101
