Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude
MUTHU EXPORT HOUSE,"House 25, Muthu Export, New, Salem Bypass Rd, Karur, Tamil Nadu 639006, India",Tamil Nadu,639006,0,0,0,0,0,0,38400,0,0,Karur,Karur,11.005502633333332,78.07055943333334
MYMI ENGINEERING SERVICES,"Ganapathy Colony Rd, 2th Street, Poomagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",Tamil Nadu,600032,0,0,0,0,0,0,16941,13376,0,Chennai City Corporation,Chennai,13.67766249574468,80.14737650425532
NIVETHA EXPORTERS,"4/3, Palladam Rd, LIG Colony, Mahalakshmi Nagar, Pollachi, Tamil Nadu 642002, India",Tamil Nadu,642002,0,0,0,0,0,0,216000,69900,0,Pollachi,Coimbatore,10.668855525,77.00760231875
NRP EXPORTS,"19/37, Periyar Street, Vengamedu, Karur, Tamil Nadu 639006, India",Tamil Nadu,639006,0,0,0,0,0,0,69542,227349,37867,Karur,Karur,11.005502633333332,78.07055943333334
NXT INNOVATIONS,"Door No 16 / 138 1st Floor, Karappillil Building Opp Margin Free Market, Pallithazham Junction, PO, Pallithazham, Mulanthuruthy, Kerala 682314, India",Kerala,682314,0,0,0,0,0,0,207,0,0,Ernakulam,Ernakulam,9.904187420689656,76.39910738275861
OCEANO EXPORTS,"Happy Building, 616/2, Puthiyara Rd, Palayam, Kozhikode, Kerala 673004, India",Kerala,673004,0,0,0,0,0,0,148,0,0,Palayam,Kozhikode,11.257621530405405,75.79645760945947
OMKARA CREATIONS,"8, 719C, Vengamedu, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,28356,7835,6756,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
ORGANIC PERIYA,"V9P3+352, Manal, Kannur, Kerala 670014, India",Kerala,670014,0,0,0,0,0,0,5774,915,0,Kannur,Kannur,51.741058775,107.70181419305555
PACCAI BAG FACTORY,"8C4Q+8QC, Ettamadai, Azhagiapandipuram, Tamil Nadu 629851, India",Tamil Nadu,629851,0,0,0,0,0,0,9256,101335,24135,Agastheeswaram,Kanyakumari,8.3095377,77.4325093
PARANTHAMAN EXPORTERS,"Plot M8, M9, Sipcot SEZ for Engineering Products, Perundurai, Tamil Nadu 638052, India",Tamil Nadu,638052,0,0,0,0,0,0,321,0,1605,Erode,Erode,11.28118388372093,77.58956259534884
PERFECT ASSAY CUPELS,"1/25C, Vellakalpatty Village, Chettichavadi (PO), Omalur, TK, Vellakalpatti, Salem, Tamil Nadu 636012, India",Tamil Nadu,636012,0,0,0,0,0,0,20500,0,0,Omalur,Salem,11.72375275,78.09953705
PERFETTO NATURALS,"Anjannikunnu,Neervaram P O, Panamaram, Kerala 670721, India",Kerala,670721,0,0,0,0,0,0,48492,230400,575040,Mananthavady,Wayanad,11.739276954666666,76.095610612
PLANEX ASSOCIAES INDIA P.LTD.,"Perinchoor Rd, Pookkottumpadam, Amarambalam, Kerala 679332, India",Kerala,679332,0,0,0,0,0,0,4369,0,0,Nilambur,Malappuram,11.1941912,76.29018178518518
PRAMOD IMPEX,"22, 4th Cross Rd, Kamarajapuram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,912,5206,0,Aravakurichi,Karur,10.96040589130435,78.06453304347826
PRANAO INTERNATIONAL,"Angeripalayam Main Rd, Pandian Nagar, Vengamedu, Poyampalayam, Chettipalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,5362,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
PREMIER COIR PRODUCTS,"#61/4E, Kanjampatti road, Pollachi, Tamil Nadu 642003, India",Tamil Nadu,642003,0,0,0,0,0,0,22590,610068,0,Pollachi,Coimbatore,10.6222676,77.0738153
PREMIUM FERRO ALLOYS LTD.,"Factory: Industrial Area, Binanipuram, Edayar, Binanipuram, Edayar, Aluva , Cochin, Kerala 683502, India",Kerala,683502,0,0,0,0,0,0,251020,195650,506790,Paravur,Ernakulam,10.087692555555556,76.30506273333334
PRIME KNITS,"28JH+6MR, Ganapathipalayam, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,10071,0,0,Kangayam,Erode,11.1207516,77.335338875
PRINTISIGN,"1st Floor, Golden Chamber, 5575/41, Kandam Kulam Rd, Markazudaawa, Palayam, Kozhikode, Kerala 673002, India",Kerala,673002,0,0,0,0,0,0,146,0,0,Kozhikode,Kozhikode,51.2898202,108.8522143
PRISTINE TROPICAL FRUITS AND AGRO PRODUCTS,"66RH+J3, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,53464,534520,950654,Nilambur,Malappuram,11.24328006744186,76.19810685581396
PRIYAN TEX,"123/1, Water office Rd, Vairapalayam, Erode, Tamil Nadu 638003, India",Tamil Nadu,638003,0,0,0,0,0,0,15137,0,0,Erode,Erode,11.348249840000001,77.72973542666666
PROCON CONTROLS,"4/131, School Rd, Chellappa Goundan Puthur, Theethipalayam, Coimbatore, Tamil Nadu 641010, India",Tamil Nadu,641010,0,0,0,0,0,0,202,0,0,Coimbatore South,Coimbatore,55.22281473157894,62.702944978947365
PULSE MEDI TECH,"35/1629, jubilee bazar, Kannur, Kerala 670001, India",Kerala,670001,0,0,0,0,0,0,751,0,0,Kannur,Kannur,11.865514509090909,75.38733786363636
QUE-RICO EXIM P.LTD.,"Vengoor, P.O., Perumbavoor, Kochi, Kerala 683546, India",Kerala,683546,0,0,0,0,0,0,219565,297676,0,Kunnathunad,Ernakulam,10.1428569,76.52744881481482
QUEEN BEE VITALS,"658W+CPJ, Padakulam, Kodungallur, Kerala 680669, India",Kerala,680669,0,0,0,0,0,0,626290,181000,436821,Kodungallur,Thrissur,10.204712729999999,76.192868625
R.K.VETHA EXPORTS,"9A, Ramasamy Gounder lay-out,, 2nd Street, Uthukuli Rd, Nethaji Nagar, Karumarpalayam, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,14376,0,4862,Tirupur,Coimbatore,11.1214821,77.36035476666666
RADANS IMPEX,"20A, N Mada St, Vinayagar Kovil, Villivakkam, Chennai, Tamil Nadu 600049, India",Tamil Nadu,600049,0,0,0,0,0,0,8524,0,0,Ambattur,Tiruvallur,13.106420763157896,80.20766133684211
RAK LABS LLP,"2/1-B-23 Orris Tower 3rd Floor Opp. HiLite Mall, NH, Mini Bypass Rd, Thondayad, Kozhikode, Kerala 673014, India",Kerala,673014,0,0,0,0,0,0,18010,940,0,Kozhikode,Kozhikode,11.24365702739726,75.8308712931507
RAMANI IMPEX,"2/16-B, Cotton Mill Road, Rajaji Nagar, Muruganathanapuram, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,12840,7691,1653,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
RANK FORIGN TRADE,"No. 345, 3rd Floor, Fancy Complex, 7th St, Gandhipuram, Coimbatore, Tamil Nadu 641012, India",Tamil Nadu,641012,0,0,0,0,0,0,63000,0,0,Coimbatore South,Coimbatore,11.020646936,76.962853908
RASA EXPORTS,"Mahatma Gandhi Rd, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,6873,0,134400,Aravakurichi,Karur,10.96040589130435,78.06453304347826
RATHNA IMPEX,"Sri, Ganesh Nagar St, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,518,1345,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
RAYOS INC.,"26-D/40, Chinna Subbannan Street,K K Pudur, Saibaba Koil, Coimbatore, Tamil Nadu 641038, India",Tamil Nadu,641038,0,0,0,0,0,0,26195,113600,0,Coimbatore North,Coimbatore,10.952069558333333,76.995048525
REGIN EXPORTS,"67PM+74X, Thickanamcode - Pookadai Rd, Nangachivilai, Thiruvithankodu, Tamil Nadu 629174, India",Tamil Nadu,629174,0,0,0,0,0,0,16450,0,0,Kalkulam,Kanyakumari,8.23927695,77.3066381
RMS INTERNATIONAL TRADING,"42g, 3, Railway Rd, Tenkasi, Tamil Nadu 627811, India",Tamil Nadu,627811,0,0,0,0,0,0,1346,0,0,Tenkasi,Tirunelveli,8.942647792592593,77.31659024814815
ROBERT EXPORTS,"No 2, Bagath Singh Street No 1,, Velandipalayam, Coimbatore, Tamil Nadu 641025, India",Tamil Nadu,641025,0,0,0,0,0,0,21945,0,0,Coimbatore North,Coimbatore,11.038392615384616,76.92818573846154
ROWLINE SOLUTIONS,"Karthala, thozhuvanoor P. O, Valanchery, Athavanad, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,10517,905,3280,Tirur,Malappuram,10.902934205042017,76.05797082941177
S.K.COCO INTERNATIONAL,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,14880,0,0,Cherthala,Alappuzha,9.742432095238096,76.36193387142858
S.P.YARN TEX,"3, 3rd, PN Rd, Kamaraj Nagar, Street, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,21225,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
S.V.KNITS,"28W7+2QP, Unnamed Road, Arulpuram, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,11446,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
SAGS APPARELS,"No. 8/1234R, M.L.R. Complex, 1st Floor, Mummorthi Nagar, PN Rd, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,34338,124557,210878,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
SAI RAMADAN EXPORTERS,"Shop No.2, 678, Big Bazaar St, Town Hall, Coimbatore, Tamil Nadu 641001, India",Tamil Nadu,641001,0,0,0,0,0,0,112400,0,0,Coimbatore South,Coimbatore,10.989168128,76.97511046
SAKTIDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,1261,9597,0,Tiruppur,Coimbatore,11.1398791,77.31429145
SAM CARBONS,"256, Varuthiangara Palayam, Suryanallur, Kundadam, Coimbatore, Tamil Nadu 638702, India",Tamil Nadu,638702,0,0,0,0,0,0,96600,0,0,Kundadam,Erode,10.83756805,77.4068928
SANDFITS FOUNDRIES P.LTD.,"S.F.No. 200/1A, Trichy Road, Ravathur, Pirivu, Kannampalayam, Tamil Nadu 641402, India",Tamil Nadu,641402,0,0,0,0,0,0,11960,0,0,Palladam,Coimbatore,11.011427166666667,77.10136042
SARAVANA TRADERS,"DP 115(sp)First floor, New Tiny Sector, Ambattur Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058, India",Tamil Nadu,600058,0,0,0,0,0,0,28500,0,0,Ambattur,Tiruvallur,13.101894075,80.1588522
SATTUR VENTATESHWARA PAPER,"Sattur, Tamil Nadu 626203, India",Tamil Nadu,626203,0,0,0,0,0,0,128743,84216,0,Sattur,Virudhunagar,9.35991040909091,77.90361344545455
SEAWIND FISHERIES,"Choice Rd, near Choice company, Janatha Nagar, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,0,0,0,0,0,0,54000,0,0,Kochi,Ernakulam,9.917652551851852,76.27326455925926
SENVAC EXTRACTION SYSTEM,"3W68+V23, Kanuvai, Coimbatore, Tamil Nadu 641041, India",Tamil Nadu,641041,0,0,0,0,0,0,3299,0,0,Coimbatore North,Coimbatore,11.026673373684211,76.91172790526316
SERVYOND IMPEX,"DOOR NO:VII / 151A KUMMINIPARAMBA PO Karipur, Kondotty, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,27720,0,0,Ernad,Malappuram,11.147180341584159,75.96500935445545
SHARKS SAFETY) MADRAS)INC,"74, East Mada Church Store, Royapuram, Royapuram, Panaimarathotti, Pudumanaikuppam, Royapuram, Chennai, Tamil Nadu 600013, India",Tamil Nadu,600013,0,0,0,0,0,0,107,0,0,Egmore Nungambakkam,Chennai,12.896949334999999,80.143087115
SHOBIKKA IMPEX,"2336+CF, Karur, Tamil Nadu 639006, India",Tamil Nadu,639006,0,0,0,0,0,0,195639,2497656,0,Karur,Karur,11.005502633333332,78.07055943333334
SILIVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,2150,0,0,Perintalmanna,Malappuram,11.053314714285715,76.29075262428572
SISO COSMECTIC P.LTD.,"T.C.3/738-3, Siso Building, Chavadimukku, Sreekariyam, Thiruvananthapuram, Kerala 695017, India",Kerala,695017,0,0,0,0,0,0,2304,13432,5228,Thiruvananthapuram,Thiruvananthapuram,8.547631430434782,76.91636812608697
SIYA RUBBERS,"HG3H+27F, Poovanthuruthu, Kerala 686012, India",Kerala,686012,0,0,0,0,0,0,92160,0,0,Kottayam,Kottayam,9.54856711111111,76.52230786666667
SOCKS TEX,"2/12 therku thottam, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,117,613,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
SONAPET INDUSTRIES,"SF No. 223/3, Ittery Sandhu, 1A/50 Mattukara Samy Kovil Street, Sugunapuram (West), Arivoli Nagar (Via, Po, Vivekanandapuram, Kuniyamuthur, Coimbatore, Tamil Nadu 641008, India",Tamil Nadu,641008,0,0,0,0,0,0,1982,0,0,Coimbatore South,Coimbatore,10.970805953333333,76.95674326666666
SPICE MORE TRADING COMPANY,"Munnar Road, Valiyakandam Rd, Chelimada, Kumily, Attappallam, Kerala 685509, India",Kerala,685509,0,0,0,0,0,0,2500,0,0,Peerumade,Idukki,9.609558416393442,77.16581893360656
SREYEAS CREATIONS,"48C, K.V.P. Layout, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,274,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
SRI AKSHARA HITECH,"WXRJ+999, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",Tamil Nadu,641021,0,0,0,0,0,0,386,534,0,Coimbatore South,Coimbatore,10.93864634,76.9795388
SRI JAYAPRABHA EXPORTS,"No. 24, Thiruvalluvar Nagar East, 2nd Street, North, Kongu Main Rd, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,18775,18005,0,Tirupur,Coimbatore,11.1214821,77.36035476666666
SRI KRISH AUTOMATION,"S.F.No: 53, 1A, Athipalayam Rd, Chinnavedampatti, Coimbatore, Tamil Nadu 641049, India",Tamil Nadu,641049,0,0,0,0,0,0,17975,0,0,Coimbatore North,Coimbatore,11.072554814285715,76.98120481428572
SRI KVS INDUSTRIES,"NO,351, 600098, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600098, India",Tamil Nadu,600098,0,0,0,0,0,0,1493,0,0,Ambattur,Tiruvallur,44.7359057,11.6348904
SRI SELVA GARMENTS,"48MH+PF4, Gandhinagar Road, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,408,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
ST.JUDE FOODS,"Anjilippa, Kanjirappally, Kerala 686518, India",Kerala,686518,0,0,0,0,0,0,43907,204832,0,Kanjirapally,Kottayam,9.531795412962962,76.82251328518518
STAARLIGHT EXPORTERS,"175 2A2, Koolipalayam Ring Rd, Vigneshwara Nagar, po, Tiruppur, Tamil Nadu 2, India",Tamil Nadu,682002,0,0,0,0,0,0,391,15862,104984,Kochi,Ernakulam,9.957255232894736,76.25402236842105
STAP APPARELS,"No. 3, Kurinchi Nagar Extn North, 2nd Street, Karunai Ammal Layout, Perichipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,1754,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
STAR ENGINEERING ENTERPRISES,"1/413, NGGO Colony Rd, Teachers Colony, Thudiyalur, Tamil Nadu 641022, India",Tamil Nadu,641022,0,0,0,0,0,0,22665,125201,0,Coimbatore North,Coimbatore,55.469793233333334,62.674510633333334
STRETCH FASHIONS,"Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,0,0,0,0,15665,16836,0,Tiruppur,Coimbatore,11.108007883333332,77.3994223
SUKI GARMENTS & FASHION WEAR,"No 1, Shenbanagar, Appachi Nagar Main Road, Postal Colony, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,2596,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
SULOCHANA TEXTILE PROCESS,"SF NO:73, Thandalkaran Thottam, Po, Iduvampalayam, Vanjipalayam, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,0,0,0,0,0,0,23000,6494,10115,Tiruppur,Coimbatore,11.0980518625,77.309765225
SULVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,5054,0,0,Perintalmanna,Malappuram,11.053314714285715,76.29075262428572
SUMIY APPARELS,"B No. 176/2A3, 176/2A4, 175/5A1, 175/5A2 Ground Floor, AG Pudur Road, Irugur, Tamil Nadu 641103, India",Tamil Nadu,641103,0,0,0,0,0,0,3759,0,0,Mettupalayam,Coimbatore,11.015382333333333,77.06624403333333
SUMMITS HYGRONICS PVT LTD,"SF 192, Airy Garden, Earithottam, Kannampalayam, Tamil Nadu 641402, India",Tamil Nadu,641402,0,0,0,0,0,0,2625,1232,5896,Palladam,Coimbatore,11.011427166666667,77.10136042
SUPERBB TEX,"6, MGR NAGAR, 7TH STREET, PN Rd, behind Shanthi Theatre, MGR Nagar, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,14850,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
SURABHI INTERNATIONAL,"33, Officers Line, Anna Salai, Bishop David Nagar, Kosapet, Vellore, Tamil Nadu 632001, India",Tamil Nadu,632001,0,0,0,0,0,0,27900,0,0,Vellore,Vellore,4.533607778378379,-75.64139923513514
SYNTHITE INDUSTRIAL CHEMICALS LTD.,"Synthite Valley, Kadayiruppu, Kadayirippu - Pattimattom Rd, Kadayiruppu, Kadayirippu, Kerala 682311, India",Kerala,682311,0,0,0,0,0,0,23115,0,0,Kunnathunad,Ernakulam,9.986131800632911,76.47020598227847
TAAA ENTERPRISES,"TAAA ENTERPRISES, Alur, Kerala 680697, India",Kerala,680697,0,0,0,0,0,0,2244,2950,0,Mukundapuram,Thrissur,10.303301321621623,76.2890468
THANGAM SOURCING,"4/601, Senthamizh Nagar, Velachery Main Rd, Sentamil Nagar, Medavakkam, Chennai, Tamil Nadu 600100, India",Tamil Nadu,600100,0,0,0,0,0,0,27950,0,0,Tambaram,Kanchipuram,12.922806583333333,80.19700268205128
TIRUPUR STYLE,"Tiruppur, Tamil Nadu, India",Tamil Nadu,688524,0,0,0,0,0,0,7077,0,0,Cherthala,Alappuzha,9.6891011625,76.33285069583334
TRICHUR POLYMERS,"H5Q8 6MR, Peramangalam, Kerala 680545, India",Kerala,680545,0,0,0,0,0,0,6380,0,0,Thrissur,Thrissur,10.580771255555556,76.16946572222223
UNIVERSAL BIOSCIENCE,"Office no:6, Second floor, Ompalyil Building,Block Junction, Kolenchery, Kerala 682311, India",Kerala,682311,0,0,0,0,0,0,1455,0,324,Kunnathunad,Ernakulam,9.986131800632911,76.47020598227847
V.R.FASHION,"16/17, E Arokiasamy Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",Tamil Nadu,641002,0,0,0,0,0,0,674,0,0,Coimbatore South,Coimbatore,11.010469648529412,76.95122688088236
V.V.MARINE PRODUCTS,"1/69, Agaram Village, Palayakayal, Srivaikundam TK, Thoothukudi, Pazhaiyakayal, Tamil Nadu 628152, India",Tamil Nadu,628152,0,0,0,0,0,0,309159,50000,0,Tiruchendur,Tuticorin,,
VEEJEI AUTOMATION,"S.F. NO:458/1, P.O, Kathir Naickenpalayam, K. Vadamadurai, Coimbatore, Narasimhanaickenpalayam, Tamil Nadu 641017, India",Tamil Nadu,641017,0,0,0,0,0,0,2986,0,1869,Coimbatore North,Coimbatore,11.088758233333333,76.9390758
VISHAKA APPARELS,"Shed. No : 43, TEKIK, TEA Nagar, Mudalipalayam, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,0,0,0,0,17309,7774,979,Tiruppur,Coimbatore,11.108007883333332,77.3994223
VISHNURAM TEXTILES,"4CC8+649, Tamil Nadu 640601, India",Tamil Nadu,640601,0,0,0,0,0,0,342,0,893,Tiruppur,Tiruppur,1.3398018,103.7003379
WAREN PARS,"Karayampalayam Road 2/194, Karayampalayam, Mylampatti Post, Tamil Nadu 641062, India",Tamil Nadu,641062,0,0,0,0,0,0,10683,2326,0,Coimbatore South,Coimbatore,11.0632278125,77.0744629125
WINTER WOOD INTERIORS,"Edappally, Kochi, Kerala 682024, India",Kerala,682024,0,0,0,0,0,0,11300,0,0,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
WOODS IMPEX,"79, 43, Kangayam Rd, opp. Gayathri Hotel, Bavani Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,121797,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
WOOSU AUTOMOTIVE INDIA P.LTD.,"No: 130, Narasingapuram Rd, Perambakkam, Tamil Nadu 631402, India",Tamil Nadu,631402,0,0,0,0,0,0,12651,0,0,Sriperumbudur,Kanchipuram,13.032615233333333,79.84019273333334
YATHI PUMPS,"Sri Vetri Vinayakar nagar, 1/1A, Vinayagapuram, Siranandha Puram, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,0,0,0,0,14868,18811,155392,Coimbatore North,Coimbatore,11.075230651851852,77.00013037037037
YOUNG STAR GARMENTS,"151,Thirumurugan Nagar, Veeriyampalayam Road, Post, Thirumurugan Nagar, Kalapatti, Coimbatore, Tamil Nadu 641048, India",Tamil Nadu,641048,0,0,0,0,0,0,12251,0,0,Coimbatore South,Coimbatore,11.090413571428572,77.03761534285715
YOUNG STYLE GARMENTS,"Kavandapadi, Tamil Nadu 638455, India",Tamil Nadu,638455,0,0,0,0,0,0,251,0,0,Erode,Erode,11.434506666666667,77.57158963333333
YUNUS IMPEX,"10, 19, Mooker Nallamuthu St, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",Tamil Nadu,600001,0,0,0,0,0,0,422400,136667,0,George Town,Chennai,13.08114703448276,80.26748411034482
ZAKSBERG,"NO , 149/77,First Floor, College Rd, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,1402,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
ZENTRIAD,"ZENTRIAD, 2nd floor, Edens complex, Kajani Road, Chungam, West Fort, Asvary Nagar, Ayyanthole, Thrissur, Kerala 680004, India",Kerala,680004,0,0,0,0,0,0,6555,0,0,Ayyanthole,Thrissur,7.0818232,-73.11805193333333
AADHAVA APPARELS,"near KCM nagar, Karumapalayam, Avinashi Kurumbapalayam, Avinashi, Tamil Nadu 641654, India",Tamil Nadu,641654,0,0,0,0,0,0,0,4516,2279,Avinashi,Coimbatore,11.17420899375,77.233283075
ABHILASH INDUSTRIES,"VXLI/826, Development Plot, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 680104, India",Kerala,680104,0,0,0,0,0,0,0,23,9,Kalamassery,Ernakulam,10.590201426666667,76.05862394
ADHARSHANA KNITWEAR,"21/25 M.G.R NAGAR, 5TH STREET, PN Rd, S V Nagar, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,8074,1421,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
AI MARINE PRODUCTS INDIA P.LTD.,"KSIDC Mega Food Park Pallippuram, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,0,660124,1276701,Cherthala,Alappuzha,9.742432095238096,76.36193387142858
AL AMEEN PLANTAIN MERCHANT,"Minfill3-in-kzk@footprint.gfleetplus.comM, Indira Building, MM Ali Rd, Palayam, Kozhikode, Kerala 673002, India",Kerala,673002,0,0,0,0,0,0,0,1726141,4740072,Kozhikode,Kozhikode,51.2898202,108.8522143
ALCHEM DIAGNOSTICS,"New No 1/1, Old No 78, Gokhale St, Peranaidu Layout, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,0,0,0,0,0,0,0,14923,0,Coimbatore South,Coimbatore,11.0134689,76.96293088333334
ALL TRADING TEX,"X38C+J87, 1st Cross Road, Thiru Nagar, Kamarajapuram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,0,432,0,Aravakurichi,Karur,10.96040589130435,78.06453304347826
ALLEPPEY DIESEL SERVICES,"Near Rotary Womens Hostel X-Ray Bypass Junction, CMC-17, Cherthala Rd, Choice Nagar, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,390,0,Cherthala,Alappuzha,9.6891011625,76.33285069583334
ALPEN GLOW GARMENTS,"Sf No. 110/1c, Periyakadu, Sundarmoorthi Garden, Sedapalayam Rd, MGR Nagar, Arulpuram, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,2287,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
AMCON TRADING INTERNATIONAL,"1st Floor, Fenster Arcade, Seaport Airport Road Vallathol Junction, Thrikkakara, Edapally, Kakkanad, Thrikkakara, Kochi, Kakkanad, Kerala 682021, India",Kerala,682021,0,0,0,0,0,0,0,137420,0,Ernakulam,Ernakulam,10.029233765060242,76.3353045433735
AMMARUN FOUNDRIES,"80/6A Rathinagiri Road Vilankurichi, Thiruvannamalai Nagar, Revenue Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,0,0,0,0,0,10583,0,Coimbatore North,Coimbatore,11.075230651851852,77.00013037037037
ANITHA TEXCOT INDIA P.LTD.,"No:10/14,Bridgeway colony extn, Lakshmi Nagar, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,231,1184,Tirupur,Coimbatore,11.1214821,77.36035476666666
ANTES CORPORATION,"673005, Mahatma Gandhi Rd, Pallimukku, Kochi, Kerala 682016, India",Kerala,673005,0,0,0,0,0,0,0,9534,0,Kozhikode,Kozhikode,11.292445606896553,75.76910237241378
AROMEN ENGINEERING CO.P.LTD.,"167,Aromen Industrial Estate, Kaliyapuram Road, Thirumalayampalayam, Post, Coimbatore, Tamil Nadu 641105, India",Tamil Nadu,641105,0,0,0,0,0,0,0,1989,0,Coimbatore South,Coimbatore,10.913312757142856,76.95360111428572
ARON ENGINEERING,"No.74, Bharathy road, Gandhi Nagar, Irugur, Tamil Nadu 641103, India",Tamil Nadu,641103,0,0,0,0,0,0,0,2536,0,Mettupalayam,Coimbatore,11.015382333333333,77.06624403333333
ARPUTHAM EXPORTS,"22, W Masi St, Madurai Main, Madurai, Tamil Nadu 625001, India",Tamil Nadu,625001,0,0,0,0,0,0,0,21472,0,Madurai South,Madurai,9.98906988105263,78.16710988736841
