Exporter Name,Address,District,State
M.K. TRADERS (SOUTHERN),"Dattawadi Rd, Akurdi Gaothan, Dattawadi, Akurdi, Pimpri-Chinchwad, Pune, Maharashtra 411035, India",Pune Division,Maharashtra
M.K.AGENCIES,"#37/2B, Kaveri school lane, 5th E Cross Rd, AECS Layout - A Block, Yellama Layout, Singasandra, Bengaluru, Karnataka 560068, India",Bangalore Division,Karnataka
M.K.EXPORTS,"UNIT NO. 12, NIRYAT BHAVAN, Sector 19F Vashi Rd, Sector 19F, Vashi, Navi Mumbai, Maharashtra 400703, India",Konkan Division,Maharashtra
M.K.GARMENTS,"6919, Prem Gali, Ashok Road, Gandhi Nagar, Gandhi Nagar, Jain Mandir Gali Noumber 2, Old Seelampur, Chand Mohalla, Seelampur, Shahdara, Delhi, 110031, India",Delhi Division,Delhi
M.K.TRADE CENTRE,"Door No:17/425-A5, Golden Tower Building, &, Rajaji Cross Rd, near Indoor Stadium Cross Road, SK Temple, Tazhekkod, Kozhikode, Kerala 673004, India",,Kerala
M.M. EXPORTS,"The Lattice, Old No 7/1, New No 20 2nd and 3rd Floor, Waddels Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",,Tamil Nadu
M.P. CREATION,"1st Floor, 25, Kali Krishna Tagore St, near Ganesh Talkies, Raja Katra, Jorasanko, Kolkata, West Bengal 700007, India",Presidency Division,West Bengal
M.P.M.TEXTILES P.LTD.,"38WP+7F2, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
M.R.J.TRADING,"11/85-A, PO, Kollanur, Eravakkad, Kerala 679552, India",,Kerala
M.S. APPARELS,"Plot no, 307, Sector 27 Korangi Industrial Area, Karachi, KARACHI, Sindh, Pakistan",KARACHI,Sindh
M.S. TRADERS,"Room 201, Abdullah Square,Densol Road Saddar Town, New Chali, Karachi, Karachi City, Sindh, Pakistan",Karachi City,Sindh
M.S.A AUTOMOBILES,"cheruvannur, NH 66, Kozhikode, Kerala 673655, India",,Kerala
M.S.EXPORTERS&TRADINGS,"Mississippi, USA",,Mississippi
M.S.KAARTHIKEYAN GARMENTS,"S.F. No.276, 1C, Ganapathipalayam Rd, Veerapandi, PO, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
M.S.M. EXPORTS,"45/18b pillaiyar kovil, south st, Krishnapuram, Tirunelveli, Kadayanallur, Tamil Nadu 627751, India",,Tamil Nadu
M.S.M.SPRMO KNIT WEAR,"no 2 a ak nagar seeyankadu karumarampalayam 641607, Karumarpalayam, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
M.S.SPERMO KNIT WEAR,"no 2 a ak nagar seeyankadu karumarampalayam 641607, Karumarpalayam, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
M.S.TECH ENGINEERING INDUSTRIES,"Jaihind Nagar Rd, Meprathupady, Vengola, Kerala 683556, India",,Kerala
M.V. JOSEPH & SONS,"Old Market Rd, Angamaly, Kerala 683572, India",,Kerala
M.V.J. FOODS (INDIA) P. LTD.,"HB-07, Panampilly Nagar Ave, Main Avenue, Panampilly Nagar, Ernakulam, Kochi, Kerala 682036, India",,Kerala
M.V.SHOES,"MV SHOES, 10/209, NGGO Colony Road, Near NGGO Colony Gate Bus Stop, NGGO Colony, Thudiyalur, Tamil Nadu 641022, India",,Tamil Nadu
MAAS HOUSE OF HYDRAULICS,"T.C. 43/122(5), MUTTATHARA P.O, Thi, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",,Kerala
MADHURA ENTERPRISES,"Tirumala Residency, Benkar Nagar, Dhayari Phata, Pune, Khadewadi, Maharashtra 411041, India",Pune Division,Maharashtra
MADHURA EXPORTS,"62, Hosa Rd, AECS Layout - A Block, Sai Sree Layout, Parappana Agrahara, Bengaluru, Karnataka 560100, India",Bangalore Division,Karnataka
MAGNUM CASUAL INTERNATIONAL,"107/2A1, Poonamallee High Rd, Senneer Kuppam, Chennai, Tamil Nadu 600056, India",,Tamil Nadu
MAHALASA EXPORTS,"Rajaji Road, 8VX9+7RF, Hiriydaka, Karnataka 576113, India",Mysore Division,Karnataka
MAHARAJA HOT CHIPS,"Municipal Colony, Q496+CJG, Medical College Rd, Prabha Nagar Extension, Sundram Nagar, Thanjavur, Tamil Nadu 613007, India",,Tamil Nadu
MAHAVISHNU CASHEW FACTORY,"10/326,, Cheerankavu - Puthoor Rd, Kerala 691505, India",,Kerala
MAK PLYWOOD INDUSTRIES PVT LTD,"QV5R+P72, Thalapady JHC, Kinya, Kerala 575023, India",,Kerala
MAK TRADELINKS INTERNATIONAL,"Industrial property no.101 shed No.3, Shivarathreeshwara Nagar, Bannimantap, Mysuru, Karnataka 570015, India",Mysore Division,Karnataka
MALABAR EXPORT CORPORATION,"Room No. 546/30, Anchery Complex, Pallikulam Rd, Pallikkulam, Thrissur, Parappur, Kerala 680001, India",,Kerala
MALABAR FOOD PRODUCTS,"21175 Main St # C, Carson, CA 90745, USA",Los Angeles County,California
MALABAR HILLS,"Malabar Hill, Mumbai, Maharashtra, India",,Maharashtra
MALABAR PICKLES&PRESERVES,"Anappara (H, Randamkadavu, Ayyankunnu, Kerala 670706, India",,Kerala
MALAYA RUB-TECH INDUSTRIES,"38J8+87Q, Edayar, Kerala 683502, India",,Kerala
MALAYALAM EXPORTS,"South Vellarappilly P O, Aluva, Thekkumbhagom, Kerala 683580, India",,Kerala
MALIYAKKAL HANDICRAFTS,"Maliyekkal, Kerala 676525, India",,Kerala
MAMPILLY PLYWOOD INDUSTRIES,"Mudickal Perumbavoor, Ernakulam, Marampally, Kerala 683547, India",,Kerala
MANAMA INTERNATIONAL,"Manama, Bahrain",,Capital Governorate
MANGALATH ENTERPRISES,"GW67+V24, Poonthi Rd, Aakkulam, Thiruvananthapuram, Kerala 695033, India",,Kerala
MANJU EXPORTS,"44, 50 Feet Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu
MANU TREADS PVT LTD,"Kattoor, Kerala 680702, India",,Kerala
MARJAN EXPORTS,"Jubilee Rd, Pallippuram, Angadipuram, Perintalmanna, Kerala 679322, India",,Kerala
MAROTTIKKAL COIR WORKS,"Cherthala - Arookutty Rd, South, Poochakkal, Kerala 688526, India",,Kerala
MARQUE IMPEX,"D-25, Industrial Area, B Block, Sector 59, Noida, Uttar Pradesh 201301, India",Meerut Division,Uttar Pradesh
MARUDHAR ENTERPRISES,"11, 13th Central Cross St, MKB Nagar, Mahakavi Bharathiyar Nagar West, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039, India",,Tamil Nadu
MARUTHI KNITTERS,"778/5, Pitchampalayam Pudur PN Road P.N, Road, Shrinagar, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
MASAFI DEVELOPERS PVT LTD,Masafi - Ras al Khaimah - United Arab Emirates,,Ras al Khaimah
MATHA METAL COMBINES,"Konoor, JTS Rd, Koratty, Kerala 680309, India",,Kerala
MATHEWSONS FOOD SPECIALITIES(P)LTD.,"B-32 KINFRA Industries Park, Nellad, Mazhuvannoor, Kerala 686669, India",,Kerala
MATRIX FLAVOURS & FRAGRANCES INDIA PVT LTD,"11, Jalan SS 18/6 Subang Jaya, Ss 18, 47500 Petaling Jaya, Selangor, Malaysia",,Selangor
MATS N MORE,"IV/446A, Valavanadu, Pollathtai P.O, Kalavoor, Alappuzha, Kerala 688522, India",,Kerala
MAXICAN EXPORT,"D.NO 23/9, GANDHI NAGAR SUKKALIYUR, near NAVALADIYAN MARRIAGE HALL, Karur, Karattuppalaiyam, Tamil Nadu 639003, India",,Tamil Nadu
MAYA EXPORTS CORPN.,"B-127, Pocket B, Okhla Phase I, Okhla Industrial Estate, New Delhi, Delhi 110020, India",Delhi Division,Delhi
MAYI INDUSTRIES,"97 Dolomite Dr, North York, ON M3J 2N2, Canada",Toronto,Ontario
MAYITHARA HOME DECOR P.LTD.,"Mayithara, Cherthala, Kerala, India",,Kerala
MECTECH KNITFABS P.LTD.,"TKT MILL stop, 3/606A, post, opp. to Honda car showroom, Balaji Nagar, AB Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
MEDIKITS,"7600 Renwick Dr, Houston, TX 77081, USA",Harris County,Texas
MEENAKSHI EXPORTS,"21, S Veli St, South Gate, Periyar, Madurai Main, Madurai, Tamil Nadu 625001, India",,Tamil Nadu
MEGASYS BIOTECK P.LTD.,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",,Kerala
MEGAWIN SWITCHGEAR,"Narasothipatti, Salem, Tamil Nadu 636004, India",,Tamil Nadu
MEGHDOOT CARGO SERVICES,"24/1290, Voltas Compound, Venkaraman Road, Wdi Wdi, Vathuruthy, Willingdon Island, Kochi, Kerala 680003, India",,Kerala
MEMADATHIL EXPORTERS ,"2M5F+H2J, pulinthanam east-cheempara-mavudy Rd, Pothanicad, Kerala 686671, India",,Kerala
MERCANTILE SYNDICATE,"5W3V+PHR, Sadar Main Rd, Malhotra Compound, Sadar, Jabalpur, Madhya Pradesh 482001, India",Jabalpur Division,Madhya Pradesh
MEREENA CREATIONS,"2GH9+4VG, Phase 3, Peenya, Bengaluru, Karnataka 560058, India",Bangalore Division,Karnataka
MERITOR HVS (INDIA) LTD.,"36, Hootagalli Industrial Area, K R S Road, Hootagalli, Mysuru, Karnataka 570018, India",Mysore Division,Karnataka
MERWIN GARMENTS,"289/2A, Punniyavathi salai, Vijayapuram pirivu, Kangeyam, main road, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
MESSER CUTTING SYSTEMS INDIA  PVT LTD,"No. 199/2AB2, 198/2A2A and 198/2A2B SNMV College, Road, Malumichampatti, Tamil Nadu 641050, India",,Tamil Nadu
META CLASSICS FIBRES,"Varanam ,Puthanangadi, Krishnakripa, Cherthala, Kerala 688524, India",,Kerala
METAL LAND INDUSTRIES,"2C5X+758, Engineering College Road, Kadayirippu, Kerala 682311, India",,Kerala
METALAGE TECHNOLOGIES,"Pullur, Irinjalakuda, Pullur, Kerala 680683, India",,Kerala
METCO INTERNATIONAL,"Rifayath Building, Mini Bypass Rd, Passport Office, Eranhippalam, Kozhikode, Kerala 673006, India",,Kerala
METRO COLLECTIONS,"2600 S Parker Rd Building #4, #340, Aurora, CO 80014, USA",Arapahoe County,Colorado
METRO FABRICS,"44 & 46, 50 Feet Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu
METRO PACKAGING,"KINFRA Rd, Nellad, Mazhuvannoor, Kerala 686669, India",,Kerala
MEZHUKATTIL MILLS,"Oil Mill Road, Behind S&S Supermarket, SH 16 Erumathala P O, Chunangamveli Aluva, Aramanakkunnu, Edathala, Kochi, Kerala 683112, India",,Kerala
MIDAS CREATIONS,"307/2, Chhatrapur, Link Road, opposite Fortune Hotel, Dera Village, Dera Mandi, New Delhi, Delhi 110074, India",Delhi Division,Delhi
MIDAS TREADS (INDIA)P.LTD.,"HP9G+9W5, NH183, Vazhoor, Kerala 686504, India",,Kerala
MILLENIUM EXPORTS & IMPORTS,"Sangeeta Building, B/1, Swami Vivekananda Rd, Hasmukh Nagar, Borivali West, Mumbai, Maharashtra 400092, India",Konkan Division,Maharashtra
MINNU FOOT WORLD,"#410,80 ft road,Mangammanapalya main road,, bommanahali, near Kailash b havant, Sector 7, HSR Layout, Bengaluru, Karnataka 560068, India",Bangalore Division,Karnataka
MIRZAPUR RUG MART,"423 Acharya Narendra Deo Marg, Narghat Rd, Gosain Tola, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001, India",Mirzapur Division,Uttar Pradesh
MOBIL AB GLUE WORLD,"ENKE Chambers, Gopala Prabhu Rd, Near MG Road, Shenoys, Kochi, Kerala 682035, India",,Kerala
MOHAN EXPORTS,"8 & 9 Community Centre, Zamrudpur, Greater Kailash, New Delhi, Delhi 110048, India",Delhi Division,Delhi
MOIZE TRADE LINK ,"2-68/B2 Shah Building College Road, Azhagiyamandapam, Tamil Nadu 629167, India",,Tamil Nadu
MOLVIZADAH SONS,"ABDULLAH AL SHAIKH BUILDING GROUND FLOOR, SHOWROOM NO 5 & 6 AL RAS AREA DIERA - ديرة - الراس‎ - دبي - United Arab Emirates",,دبي
MONARCH AGENCIES,"Tristen tower, Market Rd, Kombara, Kacheripady, Kochi, Kerala 682018, India",,Kerala
MONARCK ENGINEERS,"425 B Virginia St, Vallejo, CA 94590, USA",Solano County,California
MOONLIHT TRADING,الريان، Qatar,عين خالد 56,بلدية الريان
MORE COMPUTERS(KERALA)P.LTD.,"Kerala, India",,Kerala
MORGAN FASHIONS,"Tiruppur, Tamil Nadu 641666, India",,Tamil Nadu
MORNING STAR APPARELS,"6 A, Dharapuram Road, K N P Colony, Pudur Privu, Karatangadu, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
MOSONS EXTRACTIONS,"QFVC+FWR, Industrial Estate, Palayad, Thalassery, Kerala 670661, India",,Kerala
MOUNT SAHIYA,"kallungakadavu, channanicadu, GGWW+Q2V P.O, Kottayam, Kerala 686533, India",,Kerala
MOYALAN CERAMICS,"P. B. Nos. 54, Moyalan Ceramics, 68, Ollur Town, Ollur, Thrissur, Kerala 680306, India",,Kerala
MRS GARMENTS,"S.F.NO 135/5, Jeeva Nagar, Murugampalayam Rd, Kamachiamman Nagar, Iduvampalayam, Tiruppur, Murugampalayam, Tamil Nadu 641687, India",,Tamil Nadu
MRT ORGANIC GREEN PRUDCTS,"Azizi Junction, MRT House, Social Welfare Technical School Rd, Aluva, Kerala 683101, India",,Kerala
MUDREMANE COFFEE CURERS,"Mudremane Coffee Curers Sakleshpura, 4JPR+J48, Arehalli Rd, Mudigere, Karnataka 577132, India",Mysore Division,Karnataka
MUMBAI METALS MARINE SUPER MARKET,"Mumbai, Maharashtra, India",,Maharashtra
N.C. JOHN & SONS LTD.,"G8RH+V3F, National Highway 47, Pathirappally, Poomkavu, Alappuzha, Kerala 688521, India",,Kerala
N.J.SPICES,"J3QV+54X, NH 766, Kainatty, Kalpetta, Kerala 673122, India",,Kerala
N.M. EXPORTS,"2, Dilarjung Road, Cossipore, Cossipore, Indira Nagar Block 3, Cossipore, Kolkata, West Bengal 700010, India",Presidency Division,West Bengal
N.R.EXPORTS,"No. 699/2, R.M Brothers Industrial Complex, Palladam Main Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
N.S.CASHEWS,"WJ7X+CF9, Thaha Jct Rd, Peroor, Kerala 691004, India",,Kerala
N.TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",,Tamil Nadu
N.TEX APPAREL PVT.LTD.,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",,Tamil Nadu
NAGARJUNA HERBAL CONCENTRATES LTD.,"VQM7+VRC, Thodupuzha Poomala Road, Alakode, Kerala 685588, India",,Kerala
NAMBIYATTUKUDY AGRO INDUSTRIES,"Koovappady, Koodalapad, Perumbavoor, Koovappady, Kerala 683544, India",,Kerala
NAMBIYATTUKUDY MODERN RICE MILL,"Pavizham Building, Koovappady, Kerala 683544, India",,Kerala
NARANG MEDICAL LTD.,"46 Community Centre, Industrial Area Phase I, Block B, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028, India",Delhi Division,Delhi
NARENDARAN POLYMERS,"Narendran Polymers, Kalluvathukkal - Chirakkara Rd, Kalluvathukkal, Kerala 691578, India",,Kerala
NARENDRAN RUBBERS,"Narendran Rubbers, P.O, Chandanathope, Kottamkara, Kerala 691014, India",,Kerala
NASS FOOD PRODUCTS,"D.No.212, Santhakottauvr Upparapatti Po, Uthangarai Taluk, Krishnagiri Distrcit, Uthangarai, Tamil Nadu 635207, India",,Tamil Nadu
NATIONAL COIR MILLS,"near, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",,Kerala
NATIONAL ROSE GARDENS,"National Rose Gardens, Parkes ACT 2600, Australia",,Australian Capital Territory
NATIONAL SEAFOODS CO.,"Colorado, USA",,Colorado
NATURAL COIR INDUSTRIES,"S.F.No.108 2A, Road, Vanhiyapuram, Zamin Kottampatti, Tamil Nadu 642001, India",,Tamil Nadu
NATURAL ENVIRO EXPORTS,"Tiny Shed 110, Thiru Vi Ka Industrial Estate, Balaji Nagar, Ekkatuthangal, Guindy, Chennai, Tamil Nadu 600032, India",,Tamil Nadu
NATURAL GARMENTS,"V8WF+FHP, Ashulia, Bangladesh",Dhaka District,Dhaka Division
NAVAB P.A.,"40/4607C, Basin Rd, Market, Kochi, Kerala 682035, India",,Kerala
NAVAMI EXPORTS,"WJ6W+JPW, Thaha Jct Rd, TKMC.P.O, Peroor, Kollam, Kerala 691004, India",,Kerala
NAVEEN EXIM TRADE ASSOCIATES,"NAVEEN EXIM TRADE ASSOCIATES, 18/1082-D, Manayil, E.S.I ROAD, E.S.I. Rd, Palluruthy, Kochi, Kerala 682006, India",,Kerala
NAVINCHANDRA AND COMPANY,"B103 Shreeji Market , opp. Tasty Restaurant, near Nageshwar Mandir, Harni, road, Nageshwar Society, Pushpakunj Society, Karelibagh, Vadodara, Gujarat 390006, India",,Gujarat
NEDSPICE PROCESSING INDIA PVT LTD,"12/597, Jawahar Rd, Koovapadam, Chullickal, Kochi, Kerala 682002, India",,Kerala
NEELAMALI AGRO INDUSTRIES LTD.,"No.60, Rukmini Lakshmipathy Salai, Egmore, Egmore, Chennai, Tamil Nadu 600008, India",,Tamil Nadu
NEHA TRADERS,"Banarsi Dass Building, 9/118, Subhash Rd, opposite Surya Guest House, Gandhi Nagar, Saraswati Bhandar Colony, Shahdara, Delhi, 110031, India",Delhi Division,Delhi
NEPTUNE KNITTING WORKS,"359,AVINASHI ROAD,BUNGALOW STOP, opp. KANDASWAMY HOSPITAL, Velliyankadu, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
NEST APPARELS,"No: 103-A,, Bharathi Nagar 6th St, Olymbus, Rukmani Nagar, Ramanathapuram, Coimbatore, Tamil Nadu 641045, India",,Tamil Nadu
NEW CASTLE GALLERY,"CC 6/704, Bazaar Rd, Mattancherry, Kochi, Kerala 682002, India",,Kerala
NEW HOPE FOOD INDUSTRIES,"New Hope, PA 18938, USA",Bucks County,Pennsylvania
NEW LINE EXPORTS,"Avinashi, Tamil Nadu 641654, India",,Tamil Nadu
NEW MINERVA MILL,"Hassan - Periyapatna Rd, Singapatna, Karnataka 573128, India",Mysore Division,Karnataka
NEW TECH TOOL MANUFACTURES,"No. 61, Shah Industrial Estate, B-Block, Deonar, Chembur, Mumbai, Maharashtra 400088, India",Konkan Division,Maharashtra
NEWSUN INNOVATION,"48, 4th St, SNVS Layout, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
NEXUS IMPEX,"16/26, Ambika Sadan, 2nd Floor, Office No - 205, Sant Sena Maharaj Marg, 2nd Kumbharwada, 3rd Kumbharwada, Kumbharwada, Mumbai, Maharashtra 400004, India",Konkan Division,Maharashtra
NICE GARMENTS,"Khatrian Mohalla, Karnal, Haryana 132001, India",Karnal Division,Haryana
NICE TRADERS,"Shop No, 733, Gali No. - 11, Green Market, Narain Market, Sadar Bazaar, New Delhi, Delhi, 110006, India",Delhi Division,Delhi
NIHAL TRADE LINKS,"Shop No 79, Q Building, Parmar Nagar, Phase 5, Wanowrie, Natraj Enclave Society, Parmar Nagar, Wanwadi, Pune, Maharashtra 411013, India",Pune Division,Maharashtra
NIKASU FROZEN FOODS INTERNATIONAL,"23, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682030, India",,Kerala
NIKKANS TEXTILE,"Swarnapuri Avenue, 15, Amarjothi Garden, Velampalayam, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu
NILA EXPORTS,"north, 11, 1st Cross Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu
NILAMEL EXPORTS,"Nilamel, Kerala, India",,Kerala
NILE APPARELS,"4/5, near Cotton Mill Road, Kumarasamy Nagar, Newbusstand, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
NIMEX TRADING CORPORATION,"Room No-17, 2nd Floor, Topiwala Mansion, 93-97, Mohammed Ali Road, Mohammed Ali Road, Koliwada, Masjid Bandar West, Masjid Bandar, Mumbai, Maharashtra 400003, India",Konkan Division,Maharashtra
NISHA ENTERPRISES,"5A Grange Rd, Houstoun Industrial Estate, Livingston EH54 5DE, UK",West Lothian,Scotland
NIWA AGRO FOODS,"8XP7+XWH, Thazhecode, Kerala 673572, India",,Kerala
NOCHUMANNIL RUBBER INDUSTRIES,"Pongamthanam, Vakathanam, Kerala 686538, India",,Kerala
NORTH STAR EXPORTS,"1-33-175, Lakeville Extension, RTC Colony, Tirumalagiri, Hyderabad, Secunderabad, Telangana 500015, India",,Telangana
NORTH WESTERN CACHAR TEA CO. LTD.,"16A, Brabourne Rd, Chitpur, B.B.D. Bagh, Kolkata, West Bengal 700001, India",Presidency Division,West Bengal
NPM AQUATIC FISH LINKS P.LTD.,"P48M+C2W, Unnamed Road, Vellatheri, Kerala 680604, India",,Kerala
NSP KNITTING MILLS,"641, 602, PN Rd, MGR Nagar, Samundipuram, Tiruppur, Tamil Nadu 638752, India",,Tamil Nadu
NSP TEX,"3/537, Ring Road, opp. Container Freight Station, Thirumurugan Poondi, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu
O/E/N INDIA LTD.,"Gat no. 365/2, Kharabwadi WMDC, Chakan, Biradvadi, Maharashtra 410501, India",Pune Division,Maharashtra
OASIS EXPORTERS,"35/1698, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",,Kerala
OCEAN WEALTH EXPORTS,"EP 9/92, 93, Lakshan Veedu Rd, Eramalloor, Ezhupunna, Kerala 688537, India",,Kerala
OM SHRI FASHIONS,"S.F. NO, 96, Kasipalayam Rd, Mullai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
OMEGA MOTORS,"8975 TX-242, Conroe, TX 77385, USA",Montgomery County,Texas
OMEGA WELDROD SYSTEMS,"455g, Achankulam Rd, Aachankulam Road, Neelambur, Tamil Nadu 641062, India",,Tamil Nadu
OMKAR INTERNATIONAL,"Ashoka Shopping Centre, Ground Floor,Shop no. 55/100, L.T. Marg, Near G.T. Hospital, Dhobi Talao, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Konkan Division,Maharashtra
ONEEARTH ORGANIC P.LTD.,"H273+F35, Curie St, Makati, 1235 Metro Manila, Philippines",,Metro Manila
ORIENT SPICE COMPANY,"Industrial Development Plot, Nethaji Road, HG2H+43R, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala
ORIENTAL ANTIQURITE TAPISH,"X745+PW4, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala
ORIGANAL KNIT EXPORTS,"39XX+HF7, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
OVERSEAS TIMBERS,"29Q4+XG6, Kangarappady, Kochi, Kerala 682021, India",,Kerala
OXO EXPORTS,"NO. 365/2, Nochipalayam Rd, AB Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
OXY FLOW CONTROLS,"A 46/1, KINFRA Integrated Industrial Park, Kanjikode, Kinfra Textile Park, Kerala 678621, India",,Kerala
P.A.ITTY &CO.,"Pennsylvania, USA",,Pennsylvania
P.K.GOVINDAN CO.,"A. S. Road, Kommady, Kaichoondi, Alappuzha, Aryad South, Kerala 688007, India",,Kerala
P.K.P. TEX,"PKP GARDEN, Vengamedu, Mangulam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
P.K.P.N. SPINNING MILLS LTD.,"Sowdapuram, Tamil Nadu 638008, India",,Tamil Nadu
P.M.EXPORTS,"Number 222, Rangaswamy Temple St, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",Bangalore Division,Karnataka
P.R APPARELS,"SF No.20, Kurinji Nagar, Extension 1st St, Sheriff Colony, Eashwarmoorthy Nagar, Naduppangu Thottam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
P.S.G.GARMENTS,"469/1A, Sri Lakshmi Near M.G.R. Nagar, Sirupooluvapatti(p.o), 641603, MGR Nagar, Samundipuram, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
P.T.R GARMENTS,"39P9+WXH, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
P.V.N.INDUSTRIES,"Azhicode, Azhikode South, Kerala 670009, India",,Kerala
PAAPPAI EXPORTS,"paappai exports sf 100 road, Arulpuram, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
PALAKKAD SURGICAL INDUSTRIES,"Valiyapadam, Palakkad, Kerala 678005, India",,Kerala
PALM FIBRE(INDIA)P.LTD.,"East of NH, Pathirappally, Aikyabharatham, Alappuzha, Kerala 688521, India",,Kerala
PALMA INDIANA EXIM,"Indianapolis, IN, USA",Marion County,Indiana
PALVI POWER TECH SALES,"shakti ammonia supply Co. 155/3,4 GIDC INDUSTRIAL ESTATE, Nandesari, Vadodara, Gujarat 391340, India",,Gujarat
PANACHAMOOTIL EXPORTERS,"Subhash Nagar, Perunthanni, Pazhavangadi, Thiruvananthapuram, Kerala 695024, India",,Kerala
PANDIKKAD TRADERS,"Pandikkad, Kerala 676521, India",,Kerala
PANNIANKARA OIL MILLS,"17/34, Kuttoolangadi - Parammal Rd, Azhinjilam, Ramanattukara, Kozhikode, Kerala 673632, India",,Kerala
PARACKAL AGRO MILLS,"4CXG+Q99, Kanjoor, Kerala 683575, India",,Kerala
PARAS APPARELS,"POPPYS PADDING ROAD, near PRAKASH THEATHRE, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641605, India",,Tamil Nadu
PARAS IMPEX,"GF-4 Corporet Office, Bombay Market, Umarwada, Surat, Gujarat 395010, India",,Gujarat
PARAVOOR ENGINEERS,"N.H 17, Peruvaram Rd, near KALLARAKKAL TEMPLE, North Paravur, Kerala 683513, India",,Kerala
PARAYIL EXPORTS,"Plassanal Pravithanam Rd, Nariyanganam, Kerala 686579, India",,Kerala
PARAYIL FOOD PRODUCTS P.LTD.,"Kochi,, V7PW+8X2, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
PARIMAL MANDIR,"Plot No 20 - 22, 8th Main Rd, off Kanakapura Road, JC Industrial Area, Jayachamarajendra Industrial Estate, Kumaraswamy Layout, Bengaluru, Karnataka 560062, India",Bangalore Division,Karnataka
PARTH OVERSEAS,"Opp- Modern Public School, Delhi Rd, Majhola, Moradabad, Uttar Pradesh 244103, India",Moradabad Division,Uttar Pradesh
PATHI APPARELS,"48MP+RHJ, Shrinagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
PATHI EXPORTS,"No-48/1, Kudlu Madiwala Post, Hosur Road Kudlu Madiwala Post, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",Bangalore Division,Karnataka
PEACOCK FAASHIONS,"NO.313/2 15, MANI ROAD PALLAKATTU THOTTAM, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
PEARL PACKAGING,"652/1, Sir CV Raman, Post, Industrial Estate, Eachanari, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu
PEERMADE DEVELOPMENT SOCIETY,"Peermade Development Society, Peermade, Azhutha, Kerala 685531, India",,Kerala
